Optional; From FLIMS,Optional; From FLIMS,"YBFMP (SHR, STTD, LIS); NDFA (All others); Shared (SHR, STTD, LIS during NDFS season)",Our station codes,From FLIMS/WDL. See Station Name to Number Tab.,Use sample code from FLIMS/WDL to connect field data and lab data,"Sampling Date; one station code-date/time combination per ""Sampling""","Sampling Time; one station code-date/time combination per ""Sampling""","Optional; for duplicate/replicate FIELD samples; individual sample numbers can be different between field and lab data, and can have two different times. Leave blank if NA.",Optional; for duplicate/replicate FIELD samples; individual sample collection date/time can be different between field and lab data. Leave blank if NA.,Optional; E.g. for duplicates/replicates or if we were collecting at different depths; individual sample collection date/time can be different between field and lab data. Leave blank if NA.,Should all be FIELD,,TRUE/FALSE,,,YSI Number,,,,,,,,,,,,,,,,,,,,,,Data Type Collected? True/False,Data Type Collected? True/False,Data Type Collected? True/False,Data Type Collected? True/False,Data Type Collected? True/False,Data Type Collected? True/False,Data Type Collected? True/False,Data Type Collected? True/False,Comments pertaining to WQ collection,Anything important to note that was corrected from field sheet or during QAQC,,
Run Number ,Run Name,Measuring Program Name,Station Name,Station Number,Sampling Number (event),WDL SAM_COLLECTION_DATE,Collection Time,Sample Number,Sample Date,Sample Time,LabOrField,Recorder,Field Check,FieldChecker,Crew,YSI,WeatherCode,secchi,water.temp,DO.probe,sp.cond,EC,pH,Tide,FlowDirection,microcyst,VegRank,turb,SurfaceIrr,Depth1Irr,Depth2Irr,Depth3Irr,Depth4Irr,SubIrr1,SubIrr2,SubIrr3,SubIrr4,LightData,DriftData,LarvalData,150_ZoopsData,50_ZoopsData,PhytoData,ChlData,NutrData,FieldComments_WQ,DataCorrectionComments,EnteredBy,QAQCBy
,,,,,WDL_SAM Code,"mm/dd/yyyy 2 digits per month, day",hh:mm (PST) ,,"mm/dd/yyyy 2 digits per month, day",hh:mm (PST),,,Boolean,,,SCAL,SCAL,M,DEGC,MGL,MISM,MISM,SCAL,Tide,U/D/N,SCAL,SCAL,FNU,M,M,M,M,M,UMSM,UMSM,UMSM,UMSM,BOOLEAN,BOOLEAN,BOOLEAN,BOOLEAN,BOOLEAN,BOOLEAN,BOOLEAN,BOOLEAN,,,,
,,NDFS,RCS,,ES0723B0468,07/10/2023,9:54,,,,FIELD,molinger,TRUE ,lwigger,"lwigger,eholmes",3,CLR,0.19,25.4,5.51,783,789,7.67,Slack,D,1,2,34.8,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,lolson,lwigger
,,NDFS,WWT,,ES0723B0469,07/10/2023,8:55,,,,FIELD,lwigger,TRUE ,molinger,"molinger, eholmes",3,CLR,0.21,23.1,5.2,929,895,7.53,,D,1,2,40.5,,,,,,,,,,FALSE ,FALSE ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,lolson,lwigger
,,NDFS,RD22,,ES0723B0470,07/10/2023,7:25,,,,FIELD,lwigger,TRUE ,eholmes,"molinger, eholmes",3,CLR,0.27,22.0,3.91,751,709,7.46,Slack,D,1,2,33.2,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,lolson,lwigger
,,NDFS,DWT,,ES0723B0471,07/10/2023,11:52,,,,FIELD,lwigger,TRUE,eholmes,"molinger, eholmes",3,CLR,0.25,22.8,6.84,775,743,7.59,,D,1,2,33.5,,,,,,,,,,FALSE ,FALSE ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,lolson,lwigger
,,NDFS,I80,,ES0723B0472,07/10/2023,12:53,,,,FIELD,molinger,TRUE ,eholmes,"eholmes, lwigger",3,CLR,0.27,23.6,5.05,872,849,7.51,Ebb,D,1,2,22.1,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,lolson,lwigger
,,Shared,LIS,,ES0723B0473,07/10/2023,8:28,,,,FIELD,ehubbard,TRUE ,nikemiyagi,"lolson, nikemiyagi",2,CLR,0.18,21.4,6.85,471,439,7.86,Flood,U,1,2,39.1,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,lolson,lwigger
,,Shared,STTD,,ES0723B0474,07/10/2023,10:55,,,,FIELD,ehubbard,TRUE ,nikemiyagi,"lolson, nikemiyagi",2,CLR,0.52,21.1,8.32,196,181,8.32,Flood,U,1,2,18.4,1830.2,0.1,0.35,0.7,1.95,1375.3,910.4,456.5,18.74,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,,lolson,lwigger
,,NDFS,BL5,,ES0723B0475,07/10/2023,12:00,,,,FIELD,nkwan,TRUE ,AWH,"mminer, EAL, AWH",1,CLR,0.83,20.1,8.29,155,141,7.99,Ebb,D,1,1,11.1,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,lolson,lwigger
,,NDFS,PRS,,ES0723B0476,07/10/2023,11:26,,,,FIELD,nkwan,TRUE ,mminer,"mminer, EAL, AWH",1,CLR,0.89,20.3,8.89,150,137,8.11,Flood,U,1,2,10.8,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,lolson,lwigger
,,NDFS,LIB,,ES0723B0477,07/10/2023,10:20,,,,FIELD,nkwan,TRUE ,mminer,"mminer, EAL, AWH",1,CLR,0.85,20.3,8.32,145,132,7.77,Flood,U,1,1,12,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,lolson,lwigger
,,NDFS,RYI,,ES0723B0478,07/10/2023,9:25,,,,FIELD,nkwan,TRUE ,mminer,"mminer, EAL, AWH",1,CLR,0.9,20.6,8.52,138,126,7.67,Flood,U,1,1,8.8,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,lolson,lwigger
,,NDFS,RVB,,ES0723B0479,07/10/2023,8:15,,,,FIELD,mminer,TRUE ,AH,"EAL, AWH",1,CLR,0.9,20.8,8.46,135,124,7.57,Flood,D,1,,8.2,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,lolson,lwigger
,,Shared,SHR,,ES0723B0480,07/11/2023,9:02,,,,FIELD,mminer,TRUE ,lwigger,"lwigger, jadams",3,CLR,,20.6,8.81,100,92,7.52,Flood,D,1,1,8.1,1814.7,0.05,0.27,0.93,2.19,1372.7,906,453.6,129,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Mack forgot secchi - no measurement. Last measurement recorded at total depth of pole (2.19m).,,lolson,lwigger
,,NDFS,RCS,,ES0723B0490,07/25/2023,7:36,,,,FIELD,lolson,TRUE ,mminer,"mminer, jadams",1,CLR,0.17,26.8,3.47,676,699,7.39,Flood,N,1,1,42.1,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,lwigger,lolson
,,NDFS,WWT,,ES0723B0491,07/25/2023,9:30,,,,FIELD,mminer,TRUE ,lolson,"jadams, lolson",1,CLR,0.2,25.6,4.67,802,810,7.3,Flood,D,1,2,47.9,,,,,,,,,,FALSE ,FALSE ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,lwigger,lolson
,,NDFS,RD22,,ES0723B0492,07/25/2023,10:29,,,,FIELD,mminer,TRUE ,lolson,"jadams, lolson",1,CLR,0.28,25.7,5.72,709,719,7.41,Flood,D,1,1,24,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,lwigger,lolson
,,NDFS,DWT,,ES0723B0493,07/25/2023,12:27,,,,FIELD,jadams,TRUE ,lolson,"lolson, mminer",1,CLR,0.19,25.6,5.91,586,592,7.43,Flood,D,1,2,55.2,,,,,,,,,,FALSE ,FALSE ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,lwigger,lolson
,,NDFS,I80,,ES0723B0494,07/25/2023,7:00,,,,FIELD,lwigger,TRUE ,lvance,"jcasby, lvance",2,CLR,0.23,23.5,3.35,812,789,7.62,Flood,D,1,2,29,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,Changed FieldChecker from lolson to lvance.,lwigger,lolson
,,Shared,LIS,,ES0723B0495,07/25/2023,8:55,,,,FIELD,lvance,TRUE ,lwigger,"jcasby, lwigger",2,CLR,0.25,25.6,6.17,377,382,7.81,Flood,U,1,2,32.7,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,lwigger,lolson
,,Shared,STTD,,ES0723B0496,07/25/2023,11:08,,,,FIELD,lvance,FALSE,,"jcasby, lwigger",2,CLR,0.7,25.6,8.28,184,186,8.63,Flood,U,1,2,9.2,1875.3,0.09,0.3,0.77,2.2,1406.4,936.7,466,43.17,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.01 hit max depth of pole before reaching goal micromol,Changed WDL_SAM code from ES0723B0495 to ES0723B0496,lwigger,lolson
,,NDFS,BL5,,ES0723B0497,07/25/2023,9:50,,,,FIELD,eholmes,TRUE ,PH,"EL, A, PH, DD",3,CLR,0.96,23.3,7.24,155,150,8.22,High slack,N,1,1,10.2,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,lwigger,lolson
,,NDFS,PRS,,ES0723B0498,07/25/2023,9:15,,,,FIELD,eholmes,TRUE ,PH,,3,CLR,1.01,23.2,7.5,137,132,7.65,High slack,N,1,1,9.2,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,lwigger,lolson
,,NDFS,LIB,,ES0723B0499,07/25/2023,8:30,,,,FIELD,eholmes,TRUE ,EL,"EL, A, PH, DD",3,CLR,1.18,23.2,7.58,131,127,7.53,Flood,U,1,1,8.3,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,lwigger,lolson
,,NDFS,RYI,,ES0723B0500,07/25/2023,7:30,,,,FIELD,eholmes,TRUE ,EL,"EL, AH, PH, DD",3,CLR,0.89,23.1,7.55,129,124,7.48,Flood,U,1,1,8.9,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,lwigger,lolson
,,NDFS,RVB,,ES0723B0501,07/25/2023,6:56,,,,FIELD,eholmes,TRUE ,AH,"EL, AH, PH, DD",3,CLR,1.1,23.2,7.79,122,117,7.43,Flood,U,1,,8.5,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,lwigger,lolson
,,Shared,SHR,,ES0723B0502,07/26/2023,8:40,,,,FIELD,mminer,TRUE ,lolson,"lolson, nikemiyagi",1,CLR,0.65,21.4,8.42,116,108,7.01,Flood,D,1,1,10.7,1736,0.08,0.35,0.78,2.19,1309.8,875.1,437.8,66.7,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,last measurement taken at total depth of pole (2.19m).,,lwigger,lolson
,,NDFS,RCS,,ES0823B0512,08/08/2023,7:28,,,,FIELD,ehubbard,TRUE ,mminer,"mminer, eholmes",1,CLR,0.2,26.2,4.71,609,622,7.46,,D,1,2,52.5,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,Changed EC from 62 to 622.,lolson,lwigger
,,NDFS,WWT,,ES0823B0513,08/08/2023,9:08,,,,FIELD,eholmes,TRUE ,mminer,"mminer, ehubbard",1,CLR,0.21,24.9,4.07,874,872,7.29,,,1,3,32.9,,,,,,,,,,FALSE ,FALSE ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,Changed recorder from ehubbard to ehomes. Changed crew from eholmes to ehubbard.,lolson,lwigger
,,NDFS,RD22,,ES0823B0514,08/08/2023,9:41,,,,FIELD,ehubbard,TRUE ,mminer,"mminer, eholmes",1,CLR,0.2,23.8,5.25,729,712,7.49,,D,1,2,33,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,lolson,lwigger
,,NDFS,DWT,,ES0823B0515,08/08/2023,11:55,,,,FIELD,ehubbard,TRUE ,eholmes,"mminer, eholmes",1,CLR,0.16,24.3,5.34,566,558,7.53,,D,1,3,69.7,,,,,,,,,,FALSE ,FALSE ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Moved downstream to collect water due to primrose.,,lolson,lwigger
,,NDFS,I80,,ES0823B0516,08/08/2023,7:18,,,,FIELD,lvance,TRUE ,lolson,"lolson, nikemiyagi",3,CLR,0.22,23.6,3.27,630,613,7.52,Ebb,N,1,2,44.5,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,lolson,lwigger
,,Shared,LIS,,ES0823B0517,08/08/2023,9:01,,,,FIELD,lvance,TRUE ,lolson,"lolson,nikemiyagi",3,CLR,0.27,24.8,5.87,396,394,7.71,Flood,U,1,2,29.6,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,lolson,lwigger
,,Shared,STTD,,ES0823B0518,08/08/2023,11:30,,,,FIELD,lvance,FALSE,,"lolson, nikemiyagi",3,CLR,0.87,25.2,7.92,173,174,8.5,Flood,U,1,2,11.9,,,,,,,,,,FALSE ,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Forgot light attenuation meter @ office. None taken.,,lolson,lwigger
,,NDFS,BL5,,ES0823B0519,08/08/2023,9:47,,,,FIELD,PH,TRUE ,AH,"AH,EL,DD",2,CLR,1.08,23.6,7.58,146,142,8.11,Slack,N,1,,5.3,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,lolson,lwigger
,,NDFS,PRS,,ES0823B0520,08/08/2023,9:18,,,,FIELD,PH,TRUE ,EL,"EL, AH,DD",2,CLR,1.01,22.7,7.86,134,128,7.64,Flood,U,1,2,6,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,lolson,lwigger
,,NDFS,LIB,,ES0823B0521,08/08/2023,8:41,,,,FIELD,PH,TRUE ,EL,"EL, AH,DD",2,CLD,1.13,22.5,7.93,131,125,7.55,Flood,U,1,1,5.1,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,Rounded SpCnd and EC to nearest whole number.,lolson,lwigger
,,NDFS,RYI,,ES0823B0522,08/08/2023,7:52,,,,FIELD,PH,TRUE ,AH,"AH,EL,DD",2,CLR,1.19,22.5,7.96,128,122,7.58,Flood,U,1,,5.4,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,lolson,lwigger
,,NDFS,RVB,,ES0823B0523,08/08/2023,7:12,,,,FIELD,PH,TRUE ,EL,"EL, AH, DD",2,CLR,1.3,22.4,8.08,123,117,7.56,Flood,U,1,1,4.2,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,lolson,lwigger
,,Shared,SHR,,ES0823B0524,08/09/2023,8:50,,,,FIELD,mminer,TRUE ,lwigger,"lwigger, jcasby",1,CLR,,20.9,8.51,119,109,7.36,EBB,D,1,1,9.1,1775.3,0.05,0.21,0.77,2.19,1345.7,878.9,443,92.2,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,last measurement taken @ total depth of pole (2.19). Forgot rope secchi,,lolson,lwigger
,,NDFS,RCS,,ES0823B0534,08/22/2023,10:13,,,,FIELD,nkwan,TRUE ,lolson,"eholmes, nkwan, lolson",2,CLR,0.18,25.0,4.62,566,567,7.62,,D,1,1,35.7,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,Water flow increased significantly since last sample. High levels of suspended sediment.,,eholmes,lwigger
,,NDFS,WWT,,ES0823B0535,08/22/2023,9:10,,,,FIELD,nkwan,TRUE ,eholmes,"eholmes, nkwan, lolson",2,CLD,0.28,24.4,3.32,827,819,7.39,,D,1,2,25.6,,,,,,,,,,FALSE ,FALSE ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,Changed weather code from CLR to CLD,eholmes,lwigger
,,NDFS,RD22,,ES0823B0536,08/22/2023,7:28,,,,FIELD,nkwan,TRUE ,lolson,"eholmes, nkwan, lolson",2,CLD,0.37,24.2,3.88,727,715,7.52,Ebb,D,3,1,21,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"Surface algal layer, potentially microcystis. Extra algae sample taken to be examined in the lab.",Changed temp from 25.2 to 24.2. Added tide.,eholmes,lwigger
,,NDFS,DWT,,ES0823B0537,08/22/2023,11:55,,,,FIELD,lolson,TRUE ,nkwan ,"eholmes, nkwan, lolson",2,CLR,0.14,23.9,5.15,479,469,7.55,,D,1,1,56.2,,,,,,,,,,FALSE ,FALSE ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,Changed weather code from CLD to CLR.,eholmes,lwigger
,,NDFS,I80,,ES0823B0538,08/22/2023,7:26,,,,FIELD,lwigger,TRUE ,mminer,"mminer, lvance, lwigger",3,CLD,0.2,23.2,2.79,609,588,7.4,Flood,D,1,2,37.9,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"One of plungers on van dorn broke - still functional, not ideal.",Updated comments to only WQ comments.,eholmes,lwigger
,,Shared,LIS,,ES0823B0539,08/22/2023,9:10,,,,FIELD,lvance,TRUE ,lwigger,"mminer, lvance, lwigger",3,CLD,0.22,25.5,5.56,331,334,7.59,Flood,D,1,2,38.4,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,eholmes,lwigger
,,Shared,STTD,,ES0823B0540,08/22/2023,11:36,,,,FIELD,lwigger,FALSE,,"mminer, lwigger, lvance",3,CLR,0.56,25.0,6.98,182,182,7.79,Ebb,D,1,1,13.1,1786.2,0.09,0.39,0.8,2.19,1332.5,895.9,439.1,39.74,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Double check tide on CDEC. Last measurement recorded at full depth of pole (2.19),Added light attenuation data. Changed Field check to False because same name as recorder.,eholmes,lwigger
,,NDFS,BL5,,ES0823B0541,08/22/2023,9:51,,,,FIELD,EL,TRUE ,PH,"EL, AH, PH, DD",1,CLR,1.11,23.4,7.27,146,142,7.44,Ebb,D,1,1,6.3,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,eholmes,lwigger
,,NDFS,PRS,,ES0823B0542,08/22/2023,9:20,,,,FIELD,EL,TRUE ,PH,"EL, AH, PH, DD",1,CLD,1.4,23.1,7.65,143,137,7.47,Ebb,D,1,2,6.7,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,eholmes,lwigger
,,NDFS,LIB,,ES0823B0543,08/22/2023,8:41,,,,FIELD,EL,TRUE ,PH,"EL, AH, PH, DD",1,CLD,1.5,22.9,7.8,138,132,7.47,High slack,N,1,1,4.9,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,eholmes,lwigger
,,NDFS,RYI,,ES0823B0544,08/22/2023,7:56,,,,FIELD,EL,TRUE ,AH,"EL, AH, PH, DD",1,CLD,1.47,22.8,7.9,135,130,7.47,High slack,N,1,1,5,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,eholmes,lwigger
,,NDFS,RVB,,ES0823B0545,08/22/2023,7:12,,,,FIELD,EL,TRUE ,PH,"EL, AH, PH, DD",1,CLD,1.22,23.9,7.77,134,129,7.37,Flood,U,1,1,5.5,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,eholmes,lwigger
,,Shared,SHR,,ES0823B0546,08/23/2023,9:05,,,,FIELD,mminer,TRUE ,lwigger,"mminer, jadams, lwigger",1,CLR,0.75,21.5,8.12,136,127,7.56,Flood,D,1,1,12,1814.5,0.06,0.37,0.79,2.19,1356.2,905.9,450.4,51.1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,last measurement taken at total depth of pole (2.19m).,Added light attenuation data. Added field comment.,eholmes,lwigger
,,NDFS,RCS,,ES0923B0556,09/06/2023,9:22,,,,FIELD,ehubbard,TRUE ,eholmes,"eholmes, mminer",2,CLR,0.17,22.0,6.22,513,483,7.73,Flood,D,1,1,42.5,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,Corrected avg. turb from 43.5 to 42.5,lolson,aevans
,,NDFS,WWT,,ES0923B0557,09/06/2023,8:29,,,,FIELD,mminer,FALSE,,eholmes,2,CLR,0.27,22.8,5.45,808,773,7.54,Flood,D,1,3,24.1,,,,,,,,,,FALSE ,FALSE ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,minimal depth - surface sample collected,,lolson,aevans
,,NDFS,RD22,,ES0923B0558,09/06/2023,7:02,,,,FIELD,ehubbard,TRUE ,eholmes,"eholmes, mminer",2,CLR,0.3,21.5,4.05,664,620,7.5,Flood,N,1,2,17.1,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,lolson,aevans
,,NDFS,DWT,,ES0923B0559,09/06/2023,11:51,,,,FIELD,ehubbard,TRUE ,eholmes,"eholmes, mminer",2,CLR,0.18,21.9,5.48,468,440,7.57,,D,1,2,36.8,,,,,,,,,,FALSE ,FALSE ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,lolson,aevans
,,NDFS,I80,,ES0923B0560,09/06/2023,7:17,,,,FIELD,lwigger,TRUE ,lvance,"lvance, nikemiyagi",1,CLR,0.24,21.2,3.25,589,546,7.28,Flood,D,1,2,42.4,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,~15ft of vegetation at launch site,,lolson,aevans
,,Shared,LIS,,ES0923B0561,09/06/2023,8:51,,,,FIELD,lvance,TRUE ,lwigger,"lwigger, nikemiyagi",1,CLR,0.29,22.3,4.71,459,435,7.29,Flood,,1,2,27.1,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,lolson,aevans
,,Shared,STTD,,ES0923B0562,09/06/2023,11:12,,,,FIELD,lwigger,TRUE ,nikemiyagi,"lvance, nikemiyagi",1,CLR,0.58,22.6,7.31,190,182,7.6,Flood,U,1,2,13.5,1749.1,0.07,0.3,0.72,2.19,1310.4,875.3,437.5,19.26,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,USGS pesticide bottle open before sampling. Final depth recorded @ full length of pole 2.19m.,,lolson,aevans
,,NDSF,LIB,,ES0923B0565,09/06/2023,8:31,,,,FIELD,EL,TRUE ,PH,"PH,GS,JS,DD",3,CLR,1,21.0,8.18,155,143,7.55,Flood,U,1,1,9.9,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,Changed initials PD to DD,lolson,aevans
,,NDFS,RYI,,ES0923B0566,09/06/2023,7:45,,,,FIELD,EL,TRUE ,PH,"PH,GS,JS,DD",3,CLR,1.18,20.7,8.19,152,140,7.5,Flood,U,1,1,10.8,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,Changed initials PD to DD,lolson,aevans
,,NDFS,RVB,,ES0923B0567,09/06/2023,6:53,,,,FIELD,EL,TRUE ,PH,"PH,GS,JS,DD",3,CLR,1.51,20.8,8.17,152,140,7.51,Flood,U,1,1,8.8,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,Changed initials PD to DD,lolson,aevans
,,Shared,SHR,,ES0923B0568,09/07/2023,9:14,,,,FIELD,aevans,TRUE ,mminer,"mminer,nikemiyagi",1,CLR,0.7,19.5,8.55,151,135,7.39,Ebb,D,1,1,11.1,1815.9,0.05,0.26,0.72,2.19,1368,909.4,453.9,49.85,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,last measurement taken @ total depth of pole.,date changed from 9/6 to 9/7,lolson,aevans
,,NDFS,RCS,,ES0923B0578,09/19/2023,10:43,,,,FIELD,molinger,TRUE ,lolson,"lwigger, lolson",1,CLR,0.23,23.0,6.43,588,565,7.77,Flood,U,1,2,34.2,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,lolson,aevans
,,NDFS,WWT,,ES0923B0579,09/19/2023,9:25,,,,FIELD,molinger,TRUE ,lolson,"lolson, lwigger",1,CLR,0.22,21.9,4.34,837,788,7.37,Flood,D,1,3,34.2,,,,,,,,,,FALSE ,FALSE ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Lots of veg (ludwigia),,aevans,lolson
,,NDFS,RD22,,ES0923B0580,09/19/2023,7:38,,,,FIELD,lwigger,TRUE ,lolson,"lolson, molinger",1,CLR,0.2,21.4,5.1,631,587,7.27,Flood,U,1,2,20.8,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,aevans,lolson
,,NDFS,DWT,,ES0923B0581,09/19/2023,13:01,,,,FIELD,molinger,TRUE,lolson,"lolson, lwigger",1,CLR,0.18,21.4,4.85,519,483,7.62,Ebb,D,1,3,54.7,,,,,,,,,,FALSE ,FALSE ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,lolson,aevans
,,NDFS,I80,,ES0923B0582,09/19/2023,7:24,,,,FIELD,jcasby,TRUE ,lvance,"lvance, aevans",3,CLR,0.3,20.7,2.4,690,637,7.45,Ebb,D,1,2,24.5,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,lolson,aevans
,,NDFS,LIS,,ES0923B0583,09/19/2023,9:15,,,,FIELD,lvance,TRUE ,jcasby,"jcasby, aevans",3,CLR,0.6,21.8,2.76,588,551,7.42,Ebb,D,1,,11,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,changed secchi from 0.68 to 0.60,lolson,aevans
,,Shared,STTD,,ES0923B0584,09/19/2023,11:23,,,,FIELD,jcasby,TRUE,aevans,"aevans, lvance",3,CLR,0.32,21.6,7.79,412,385,7.94,Ebb,D,1,2,19.1,1815.3,0.07,0.27,0.54,1.85,1356.1,908.5,451.6,18.5,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,,lolson,aevans
,,NDFS,BL5,,ES0923B0585,09/19/2023,9:35,,,,FIELD,EL,TRUE ,AH,"EL,AH,GS,JS",2,CLR,0.66,19.6,8.43,171,153,7.72,Ebb,D,1,2,11.5,,,,,,,,,,FALSE ,FALSE ,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,lots of algae in zoop samples,,lolson,aevans
,,NDFS,PRS,,ES0923B0586,09/19/2023,9:00,,,,FIELD,EL,TRUE ,GS,"AH,GS,JS",2,CLR,1.21,19.8,8.62,166,151,7.72,Ebb,D,1,1,6.4,,,,,,,,,,FALSE ,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,rounded EC to nearest whole number (150 to 151),lolson,aevans
